device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
616563921,6514497894646,"(0.3890628218650818, 0.49432671070098877)","(-37.55207061767578, 149.82083129882812, 43.88855743408203)",1,1.9907073974609375,1,"(-83.59025573730469, 4.456320285797119, 590.709716796875)","(0.6934257745742798, 0.4836810529232025, 0.334008127450943)",1,"(0.37807485461235046, 0.4772368371486664)","(-43.37733459472656, 154.60986328125, 45.63159942626953)",1,2.0658111572265625,1,"(-20.772672653198242, 9.640049934387207, 592.9655151367188)","(0.5488802194595337, 0.47118034958839417, 0.3273793160915375)",1
616572254,6514497902979,"(0.38863900303840637, 0.49804866313934326)","(-37.77675247192383, 148.77786254882812, 43.50893020629883)",1,1.9971923828125,1,"(-83.60054016113281, 4.459470272064209, 590.7671508789062)","(0.693428099155426, 0.4836771786212921, 0.334134966135025)",1,"(0.3796031177043915, 0.4819220304489136)","(-42.56711196899414, 153.29693603515625, 45.15372848510742)",1,2.0288848876953125,1,"(-20.769561767578125, 9.644330978393555, 592.994873046875)","(0.5488704442977905, 0.4711728096008301, 0.32744312286376953)",1
616580587,6514497911312,"(0.3860059082508087, 0.49520057439804077)","(-39.17268753051758, 149.5759735107422, 43.79941177368164)",1,1.990936279296875,1,"(-83.6077880859375, 4.462214469909668, 590.7852783203125)","(0.6934380531311035, 0.48367205262184143, 0.334176242351532)",1,"(0.38170474767684937, 0.4842282831668854)","(-41.45295333862305, 152.6506805419922, 44.918521881103516)",1,2.0401458740234375,1,"(-20.773880004882812, 9.643217086791992, 593.0044555664062)","(0.5488794445991516, 0.4711761474609375, 0.32746422290802)",1
616588921,6514497919646,"(0.38609015941619873, 0.49466389417648315)","(-39.128028869628906, 149.72634887695312, 43.85416030883789)",1,2.011199951171875,1,"(-83.61994934082031, 4.4638752937316895, 590.851806640625)","(0.6934411525726318, 0.48367205262184143, 0.3343232572078705)",1,"(0.37877246737480164, 0.4784497022628784)","(-43.007476806640625, 154.26995849609375, 45.50789260864258)",1,2.0441741943359375,1,"(-20.779747009277344, 9.640918731689453, 593.004150390625)","(0.5488929152488708, 0.47118139266967773, 0.327463835477829)",1
616597254,6514497927979,"(0.3896801173686981, 0.48862582445144653)","(-37.22480392456055, 151.41836547851562, 44.47001266479492)",1,2.0088958740234375,1,"(-83.62141418457031, 4.462327480316162, 590.841552734375)","(0.6934483051300049, 0.4836750626564026, 0.33430150151252747)",1,"(0.37823423743247986, 0.4780122935771942)","(-43.29282760620117, 154.3925323486328, 45.55250549316406)",1,2.0474700927734375,1,"(-20.785816192626953, 9.640313148498535, 593.032958984375)","(0.5489041805267334, 0.4711850583553314, 0.32752686738967896)",1
616605588,6514497936313,"(0.3892497420310974, 0.49484992027282715)","(-37.452972412109375, 149.67422485351562, 43.835174560546875)",1,1.9903411865234375,1,"(-83.62887573242188, 4.463706016540527, 590.879638671875)","(0.6934512853622437, 0.4836741089820862, 0.33438587188720703)",1,"(0.3799940347671509, 0.48279228806495667)","(-42.35988235473633, 153.05308532714844, 45.064979553222656)",1,2.043609619140625,1,"(-20.788393020629883, 9.638131141662598, 593.0234985351562)","(0.548910915851593, 0.47118932008743286, 0.32750630378723145)",1
616613920,6514497944645,"(0.3883661925792694, 0.498980313539505)","(-37.92137908935547, 148.5167694091797, 43.41392135620117)",1,2.011627197265625,1,"(-83.63351440429688, 4.464150905609131, 590.9085083007812)","(0.6934511661529541, 0.4836747646331787, 0.33444944024086)",1,"(0.37870553135871887, 0.47751301527023315)","(-43.04298400878906, 154.53245544433594, 45.603458404541016)",1,2.054718017578125,1,"(-20.79107666015625, 9.63808822631836, 593.05224609375)","(0.5489144325256348, 0.4711916446685791, 0.327568918466568)",1
616622254,6514497952979,"(0.3895411491394043, 0.49678993225097656)","(-37.2984733581543, 149.1305694580078, 43.637359619140625)",1,2.0154266357421875,1,"(-83.63521575927734, 4.463071346282959, 590.9280395507812)","(0.6934478878974915, 0.48367831110954285, 0.33449190855026245)",1,"(0.3808419108390808, 0.4827742874622345)","(-41.910369873046875, 153.05812072753906, 45.066810607910156)",1,2.0313262939453125,1,"(-20.79266929626465, 9.637474060058594, 593.0809326171875)","(0.5489153861999512, 0.47119519114494324, 0.32763126492500305)",1
616630588,6514497961313,"(0.38557419180870056, 0.4937223196029663)","(-39.40156555175781, 149.99020385742188, 43.95018768310547)",1,2.00103759765625,1,"(-83.63198852539062, 4.4632415771484375, 590.92919921875)","(0.6934400796890259, 0.4836779534816742, 0.33449336886405945)",1,"(0.38165807723999023, 0.48061901330947876)","(-41.477691650390625, 153.66207885742188, 45.28665542602539)",1,2.0271453857421875,1,"(-20.792142868041992, 9.635714530944824, 593.1009521484375)","(0.5489123463630676, 0.47120070457458496, 0.32767453789711)",1
616638921,6514497969646,"(0.38614621758461, 0.5026437640190125)","(-39.09830093383789, 147.49017333984375, 43.04025650024414)",1,2.0250701904296875,1,"(-83.6261978149414, 4.460387229919434, 590.900634765625)","(0.6934373378753662, 0.4836827516555786, 0.334430068731308)",1,"(0.381392240524292, 0.4805542230606079)","(-41.61861801147461, 153.68023681640625, 45.2932243347168)",1,2.040863037109375,1,"(-20.793628692626953, 9.631674766540527, 593.130126953125)","(0.5489130616188049, 0.4712120592594147, 0.3277376890182495)",1
616647254,6514497977979,"(0.3891229033470154, 0.4952624440193176)","(-37.52021789550781, 149.55862426757812, 43.793113708496094)",1,2.0032196044921875,1,"(-83.61978912353516, 4.459473133087158, 590.8923950195312)","(0.6934256553649902, 0.4836842715740204, 0.3344104290008545)",1,"(0.38048505783081055, 0.47710204124450684)","(-42.09956359863281, 154.64761352539062, 45.64533996582031)",1,2.0574951171875,1,"(-20.79071807861328, 9.63037109375, 593.1596069335938)","(0.5489035844802856, 0.47121724486351013, 0.32780152559280396)",1
616655587,6514497986312,"(0.38727548718452454, 0.5028977990150452)","(-38.49962615966797, 147.4189910888672, 43.01435089111328)",1,2.026031494140625,1,"(-83.62232208251953, 4.459526062011719, 590.9517822265625)","(0.6934095621109009, 0.48368749022483826, 0.33453887701034546)",1,"(0.3805543780326843, 0.4834589958190918)","(-42.062801361083984, 152.86624145507812, 44.99698257446289)",1,2.0363311767578125,1,"(-20.788604736328125, 9.628950119018555, 593.1983642578125)","(0.5488951206207275, 0.4712233245372772, 0.32788535952568054)",1
616663920,6514497994645,"(0.38697555661201477, 0.49877095222473145)","(-38.65862274169922, 148.57546997070312, 43.43522262573242)",1,2.0233917236328125,1,"(-83.61168670654297, 4.459224700927734, 590.9344482421875)","(0.6933916807174683, 0.48368704319000244, 0.33449840545654297)",1,"(0.38226959109306335, 0.47954055666923523)","(-41.15348434448242, 153.9642791748047, 45.39664840698242)",1,2.0387115478515625,1,"(-20.786861419677734, 9.625328063964844, 593.2186279296875)","(0.54888916015625, 0.4712330996990204, 0.32792890071868896)",1
616672254,6514498002979,"(0.38994571566581726, 0.4998793601989746)","(-37.084007263183594, 148.26486206054688, 43.322227478027344)",1,2.0050506591796875,1,"(-83.61590576171875, 4.4584760665893555, 590.9837646484375)","(0.693382978439331, 0.48369157314300537, 0.33460575342178345)",1,"(0.3811469078063965, 0.4826749265193939)","(-41.74868392944336, 153.08596801757812, 45.07693099975586)",1,2.0265350341796875,1,"(-20.782413482666016, 9.617136001586914, 593.209228515625)","(0.5488796830177307, 0.47125089168548584, 0.32790765166282654)",1
616680587,6514498011311,"(0.3881169259548187, 0.5014953017234802)","(-38.05353927612305, 147.81202697753906, 43.157371520996094)",1,2.0026092529296875,1,"(-83.61505126953125, 4.458223342895508, 591.0140380859375)","(0.6933698654174805, 0.48369377851486206, 0.33467063307762146)",1,"(0.38140904903411865, 0.4783652126789093)","(-41.60970687866211, 154.29364013671875, 45.51654052734375)",1,2.0358123779296875,1,"(-20.784086227416992, 9.613970756530762, 593.2387084960938)","(0.5488808155059814, 0.47126027941703796, 0.327971488237381)",1
616688921,6514498019645,"(0.3882611095905304, 0.500918447971344)","(-37.97708511352539, 147.9736785888672, 43.216224670410156)",1,2.023101806640625,1,"(-83.61213684082031, 4.454174518585205, 591.03466796875)","(0.6933555006980896, 0.4837040901184082, 0.33471402525901794)",1,"(0.38235580921173096, 0.48021331429481506)","(-41.107784271240234, 153.77577209472656, 45.3280029296875)",1,2.0463409423828125,1,"(-20.78173065185547, 9.607389450073242, 593.2389526367188)","(0.5488752722740173, 0.4712751507759094, 0.32797133922576904)",1
616697256,6514498027980,"(0.38569048047065735, 0.5032026171684265)","(-39.33991622924805, 147.3335723876953, 42.98328399658203)",1,2.0278167724609375,1,"(-83.59980010986328, 4.44696044921875, 591.0079956054688)","(0.6933371424674988, 0.4837188124656677, 0.33465245366096497)",1,"(0.38093939423561096, 0.4784344434738159)","(-41.85868835449219, 154.2742462158203, 45.50944137573242)",1,2.041534423828125,1,"(-20.782337188720703, 9.599020004272461, 593.2584838867188)","(0.5488747358322144, 0.47129565477371216, 0.32801327109336853)",1
616705589,6514498036313,"(0.39090442657470703, 0.5064291954040527)","(-36.575748443603516, 146.42942810058594, 42.65415573120117)",1,2.021453857421875,1,"(-83.60549926757812, 4.449084281921387, 591.0767211914062)","(0.6933247447013855, 0.48371782898902893, 0.33480212092399597)",1,"(0.38222044706344604, 0.4707035422325134)","(-41.17954635620117, 156.44064331054688, 46.297935485839844)",1,2.03546142578125,1,"(-20.771869659423828, 9.585172653198242, 593.26904296875)","(0.5488494634628296, 0.47132766246795654, 0.328034371137619)",1
616713923,6514498044647,"(0.40736040472984314, 0.5081616044044495)","(-27.851627349853516, 145.94395446777344, 42.477508544921875)",1,2.017608642578125,1,"(-83.53227233886719, 4.452258110046387, 591.216552734375)","(0.6931056976318359, 0.48371732234954834, 0.3350812792778015)",1,"(0.39674150943756104, 0.4754927456378937)","(-33.48121643066406, 155.09857177734375, 45.80949783325195)",1,2.06854248046875,1,"(-20.682952880859375, 9.561532974243164, 593.3041381835938)","(0.5486418604850769, 0.47138261795043945, 0.328102171421051)",1
616722256,6514498052980,"(0.42567336559295654, 0.5040706992149353)","(-18.143020629882812, 147.09031677246094, 42.89475631713867)",1,2.0217132568359375,1,"(-83.40715026855469, 4.441042900085449, 591.169677734375)","(0.6928369402885437, 0.483738511800766, 0.3349422216415405)",1,"(0.422868549823761, 0.4736349284648895)","(-19.629980087280273, 155.6191864013672, 45.99895095825195)",1,2.048553466796875,1,"(-20.60466194152832, 9.547340393066406, 593.270263671875)","(0.5484651327133179, 0.4714111387729645, 0.328021764755249)",1
616730589,6514498061313,"(0.43448513746261597, 0.507407009601593)","(-13.471467018127441, 146.15542602539062, 42.55445098876953)",1,2.01824951171875,1,"(-83.37303924560547, 4.447072982788086, 591.3594970703125)","(0.692689061164856, 0.48373472690582275, 0.33534082770347595)",1,"(0.42536547780036926, 0.4745449423789978)","(-18.306245803833008, 155.36419677734375, 45.90616989135742)",1,2.032623291015625,1,"(-20.538896560668945, 9.524983406066895, 593.4210815429688)","(0.54830002784729, 0.47147220373153687, 0.3283427357673645)",1
616738922,6514498069646,"(0.4350479543209076, 0.4988621771335602)","(-13.173089981079102, 148.5498809814453, 43.425968170166016)",1,1.9937744140625,1,"(-83.37631225585938, 4.450514793395996, 591.3993530273438)","(0.6926819682121277, 0.48372915387153625, 0.335427850484848)",1,"(0.42306947708129883, 0.46348488330841064)","(-19.52347183227539, 158.46348571777344, 47.034210205078125)",1,2.0457305908203125,1,"(-20.531524658203125, 9.519763946533203, 593.44091796875)","(0.5482812523841858, 0.471485435962677, 0.3283849358558655)",1
616747256,6514498077980,"(0.43178117275238037, 0.5029076337814331)","(-14.904973983764648, 147.41624450683594, 43.01338195800781)",1,2.0233612060546875,1,"(-83.37882995605469, 4.455214023590088, 591.3882446289062)","(0.6926918029785156, 0.4837179183959961, 0.3354049026966095)",1,"(0.42568352818489075, 0.4673398733139038)","(-18.13763427734375, 157.3832244873047, 46.641021728515625)",1,2.05511474609375,1,"(-20.530162811279297, 9.532721519470215, 593.450927734375)","(0.5482773184776306, 0.47145676612854004, 0.32840749621391296)",1
616755589,6514498086313,"(0.4336751103401184, 0.49495187401771545)","(-13.900908470153809, 149.64566040039062, 43.82477951049805)",1,1.99310302734375,1,"(-83.37834167480469, 4.458865165710449, 591.4085693359375)","(0.6926832795143127, 0.48371070623397827, 0.335448682308197)",1,"(0.42440682649612427, 0.47501295804977417)","(-18.814472198486328, 155.2330322265625, 45.858428955078125)",1,2.039215087890625,1,"(-20.519058227539062, 9.551118850708008, 593.4908447265625)","(0.5482484698295593, 0.47141796350479126, 0.328494668006897)",1
616763923,6514498094647,"(0.4316771328449249, 0.5004396438598633)","(-14.960125923156738, 148.10784912109375, 43.26506042480469)",1,2.0072174072265625,1,"(-83.37875366210938, 4.468122959136963, 591.4690551757812)","(0.6926620602607727, 0.48369303345680237, 0.33557963371276855)",1,"(0.4252340495586395, 0.4726152718067169)","(-18.37592887878418, 155.90492248535156, 46.10295867919922)",1,2.0457916259765625,1,"(-20.50455093383789, 9.571576118469238, 593.4722900390625)","(0.548217236995697, 0.47136998176574707, 0.32845473289489746)",1
616772256,6514498102980,"(0.4335175156593323, 0.4966515004634857)","(-13.9844388961792, 149.16937255859375, 43.65144348144531)",1,2.01165771484375,1,"(-83.3812026977539, 4.476613521575928, 591.5388793945312)","(0.6926419734954834, 0.48367762565612793, 0.33573102951049805)",1,"(0.42382514476776123, 0.4774000346660614)","(-19.122846603393555, 154.56411743164062, 45.614933013916016)",1,2.04071044921875,1,"(-20.49602699279785, 9.593461990356445, 593.4921875)","(0.5481961369514465, 0.4713217616081238, 0.328498899936676)",1
616780589,6514498111313,"(0.42911458015441895, 0.4935534596443176)","(-16.318660736083984, 150.0375213623047, 43.96742248535156)",1,2.01849365234375,1,"(-83.38249206542969, 4.483547210693359, 591.5988159179688)","(0.6926230192184448, 0.4836651384830475, 0.33586081862449646)",1,"(0.42557311058044434, 0.4829549491405487)","(-18.1961612701416, 153.00747680664062, 45.04838562011719)",1,2.0460205078125,1,"(-20.48778533935547, 9.61773681640625, 593.502197265625)","(0.5481765866279602, 0.4712674915790558, 0.32852184772491455)",1
616788922,6514498119646,"(0.4360325336456299, 0.4884151816368103)","(-12.651128768920898, 151.47740173339844, 44.4914665222168)",1,2.0102081298828125,1,"(-83.35826873779297, 4.4880828857421875, 591.4945678710938)","(0.6926060914993286, 0.48364880681037903, 0.335629403591156)",1,"(0.4240722358226776, 0.48046600818634033)","(-18.99187469482422, 153.7049560546875, 45.30222702026367)",1,2.0556182861328125,1,"(-20.480661392211914, 9.640739440917969, 593.5512084960938)","(0.5481561422348022, 0.47121894359588623, 0.3286294639110565)",1
616797256,6514498127980,"(0.4343743622303009, 0.48311424255371094)","(-13.530176162719727, 152.9628448486328, 45.032142639160156)",1,1.988189697265625,1,"(-83.35130310058594, 4.499231338500977, 591.46630859375)","(0.6926007270812988, 0.48362183570861816, 0.3355671763420105)",1,"(0.4251691699028015, 0.481314480304718)","(-18.410308837890625, 153.46719360351562, 45.21569061279297)",1,2.029937744140625,1,"(-20.471939086914062, 9.651734352111816, 593.5711669921875)","(0.5481345057487488, 0.47119539976119995, 0.328672856092453)",1
616805589,6514498136313,"(0.43431153893470764, 0.4824487566947937)","(-13.563480377197266, 153.14932250976562, 45.100040435791016)",1,2.0072784423828125,1,"(-83.34158325195312, 4.51417350769043, 591.498779296875)","(0.6925668716430664, 0.4835895299911499, 0.33563485741615295)",1,"(0.4255649447441101, 0.4791966676712036)","(-18.200490951538086, 154.06065368652344, 45.43170166015625)",1,2.0303955078125,1,"(-20.460796356201172, 9.657011985778809, 593.56201171875)","(0.548109769821167, 0.47118261456489563, 0.328652560710907)",1
616813922,6514498144646,"(0.4339917004108429, 0.4857121407985687)","(-13.733065605163574, 152.23487854003906, 44.76716613769531)",1,2.0164642333984375,1,"(-83.34114837646484, 4.531156063079834, 591.5493774414062)","(0.6925474405288696, 0.4835537374019623, 0.33574458956718445)",1,"(0.4252815246582031, 0.4794726073741913)","(-18.350744247436523, 153.98333740234375, 45.403568267822266)",1,2.0547332763671875,1,"(-20.445960998535156, 9.660316467285156, 593.5238037109375)","(0.5480793118476868, 0.471172034740448, 0.328568696975708)",1
616822256,6514498152980,"(0.4348648190498352, 0.48476365208625793)","(-13.270164489746094, 152.50064086914062, 44.86390686035156)",1,2.0019989013671875,1,"(-83.32466125488281, 4.547613143920898, 591.5438232421875)","(0.6925120949745178, 0.48351579904556274, 0.3357285261154175)",1,"(0.4228018522262573, 0.47359415888786316)","(-19.665332794189453, 155.630615234375, 46.00312805175781)",1,2.0449066162109375,1,"(-20.429874420166016, 9.663551330566406, 593.5345458984375)","(0.5480414032936096, 0.4711652994155884, 0.32859110832214355)",1
616830593,6514498161317,"(0.429882287979126, 0.48952776193618774)","(-15.91167163848877, 151.16561889648438, 44.37800598144531)",1,1.97601318359375,1,"(-83.30984497070312, 4.560052871704102, 591.527587890625)","(0.6924843788146973, 0.48348647356033325, 0.335689902305603)",1,"(0.4219018220901489, 0.476280152797699)","(-20.14249038696289, 154.8779296875, 45.72919464111328)",1,2.0560455322265625,1,"(-20.415771484375, 9.664031028747559, 593.506103515625)","(0.5480117201805115, 0.4711618721485138, 0.32852837443351746)",1
616838927,6514498169651,"(0.43322837352752686, 0.502354621887207)","(-14.137731552124023, 147.5712127685547, 43.069725036621094)",1,2.034149169921875,1,"(-83.28772735595703, 4.56745719909668, 591.4632568359375)","(0.6924576163291931, 0.4834657907485962, 0.335545152425766)",1,"(0.42137205600738525, 0.4762576222419739)","(-20.423349380493164, 154.8842315673828, 45.73146057128906)",1,2.043487548828125,1,"(-20.3997802734375, 9.666025161743164, 593.4974365234375)","(0.5479757785797119, 0.471156507730484, 0.3285084664821625)",1
616847260,6514498177984,"(0.4303998649120331, 0.4938592314720154)","(-15.637267112731934, 149.95184326171875, 43.93621826171875)",1,2.0106658935546875,1,"(-83.27586364746094, 4.581636428833008, 591.48681640625)","(0.6924220323562622, 0.4834347367286682, 0.33559319376945496)",1,"(0.42198410630226135, 0.4770036041736603)","(-20.098876953125, 154.6752166748047, 45.65534973144531)",1,2.038330078125,1,"(-20.38758087158203, 9.666972160339355, 593.4785766601562)","(0.5479495525360107, 0.47115275263786316, 0.3284668028354645)",1
616855593,6514498186317,"(0.4339755177497864, 0.4931553304195404)","(-13.741631507873535, 150.14907836914062, 44.008018493652344)",1,1.983917236328125,1,"(-83.26717376708984, 4.588449478149414, 591.51904296875)","(0.6923904418945312, 0.4834209084510803, 0.3356601893901825)",1,"(0.42614004015922546, 0.47774067521095276)","(-17.895618438720703, 154.4686737060547, 45.5802001953125)",1,2.0530242919921875,1,"(-20.375030517578125, 9.667234420776367, 593.4695434570312)","(0.5479215383529663, 0.4711512625217438, 0.32844623923301697)",1
616863926,6514498194650,"(0.4329596757888794, 0.49373766779899597)","(-14.28018569946289, 149.9859161376953, 43.948604583740234)",1,1.983551025390625,1,"(-83.24662780761719, 4.596234321594238, 591.4752197265625)","(0.6923597455024719, 0.4834005534648895, 0.335560142993927)",1,"(0.4240669906139374, 0.4763849079608917)","(-18.99463653564453, 154.84860229492188, 45.71848678588867)",1,2.0406951904296875,1,"(-20.36097526550293, 9.668882369995117, 593.4803466796875)","(0.5478883385658264, 0.47114819288253784, 0.32846879959106445)",1
616872260,6514498202983,"(0.4332532286643982, 0.4960428774356842)","(-14.12454891204834, 149.33993530273438, 43.71350860595703)",1,2.0097503662109375,1,"(-83.23353576660156, 4.614470481872559, 591.50830078125)","(0.6923179626464844, 0.48336076736450195, 0.335628479719162)",1,"(0.4236701726913452, 0.4756415784358978)","(-19.20499038696289, 155.05686950683594, 45.7943115234375)",1,2.0472869873046875,1,"(-20.35129737854004, 9.671857833862305, 593.5006103515625)","(0.5478643178939819, 0.47114285826683044, 0.3285123109817505)",1
616880593,6514498211316,"(0.43412187695503235, 0.5027581453323364)","(-13.664030075073242, 147.45814514160156, 43.028587341308594)",1,1.984039306640625,1,"(-83.21658325195312, 4.624711990356445, 591.512451171875)","(0.6922778487205505, 0.48333749175071716, 0.335632860660553)",1,"(0.4259747564792633, 0.47319677472114563)","(-17.98322105407715, 155.74195861816406, 46.043663024902344)",1,2.045623779296875,1,"(-20.338951110839844, 9.671698570251465, 593.4915771484375)","(0.5478368401527405, 0.47114232182502747, 0.328491747379303)",1
616888927,6514498219650,"(0.43494802713394165, 0.4963565766811371)","(-13.226065635681152, 149.2520294189453, 43.681495666503906)",1,1.9893341064453125,1,"(-83.19938659667969, 4.634737968444824, 591.5072021484375)","(0.6922405362129211, 0.48331418633461, 0.33561694622039795)",1,"(0.42737290263175964, 0.47986477613449097)","(-17.242008209228516, 153.8734130859375, 45.36358642578125)",1,2.027374267578125,1,"(-20.32573127746582, 9.674375534057617, 593.472900390625)","(0.5478082299232483, 0.47113466262817383, 0.32845035195350647)",1
616897260,6514498227983,"(0.4339583218097687, 0.5007771849632263)","(-13.750739097595215, 148.01324462890625, 43.230655670166016)",1,2.0017242431640625,1,"(-83.19161987304688, 4.640510082244873, 591.5892333984375)","(0.6921927332878113, 0.48330551385879517, 0.33579155802726746)",1,"(0.42874225974082947, 0.478402704000473)","(-16.516040802001953, 154.28314208984375, 45.51268768310547)",1,2.0352935791015625,1,"(-20.31511878967285, 9.68094253540039, 593.561767578125)","(0.5477759838104248, 0.47112634778022766, 0.32864314317703247)",1
616905593,6514498236316,"(0.4332730770111084, 0.5017200112342834)","(-14.114031791687012, 147.74903869628906, 43.13445281982422)",1,2.0121307373046875,1,"(-83.18121337890625, 4.648273468017578, 591.6126098632812)","(0.6921605467796326, 0.48328909277915955, 0.335839182138443)",1,"(0.4291117787361145, 0.4759056568145752)","(-16.320140838623047, 154.9828643798828, 45.76740264892578)",1,2.04705810546875,1,"(-20.300338745117188, 9.68381118774414, 593.5531005859375)","(0.5477428436279297, 0.4711189866065979, 0.32862335443496704)",1
616913926,6514498244649,"(0.43342769145965576, 0.49821317195892334)","(-14.032061576843262, 148.7317657470703, 43.49216079711914)",1,2.0070953369140625,1,"(-83.16838073730469, 4.656680583953857, 591.6668701171875)","(0.6921113729476929, 0.48327282071113586, 0.335952490568161)",1,"(0.42768919467926025, 0.4753507673740387)","(-17.07433319091797, 155.13836669921875, 45.823978424072266)",1,2.0459136962890625,1,"(-20.28255271911621, 9.69121265411377, 593.6325073242188)","(0.547694981098175, 0.47110798954963684, 0.32879504561424255)",1
616922260,6514498252983,"(0.4297806918621063, 0.5029365420341492)","(-15.965513229370117, 147.4081573486328, 43.01039123535156)",1,1.9804840087890625,1,"(-83.1373291015625, 4.663912773132324, 591.5552368164062)","(0.6920815706253052, 0.4832497239112854, 0.33570343255996704)",1,"(0.42554277181625366, 0.47646695375442505)","(-18.212270736694336, 154.82557678222656, 45.71013259887695)",1,2.05401611328125,1,"(-20.27853775024414, 9.692059516906738, 593.662109375)","(0.54768306016922, 0.47110825777053833, 0.3288591504096985)",1
616930593,6514498261316,"(0.41899147629737854, 0.49821794033050537)","(-21.685409545898438, 148.73040771484375, 43.491695404052734)",1,1.9800262451171875,1,"(-83.15690612792969, 4.6634697914123535, 591.5704956054688)","(0.6921206712722778, 0.4832518398761749, 0.3357420563697815)",1,"(0.41399091482162476, 0.47718530893325806)","(-24.336456298828125, 154.62429809570312, 45.63685989379883)",1,2.02276611328125,1,"(-20.305526733398438, 9.685935974121094, 593.6207275390625)","(0.5477486848831177, 0.47111940383911133, 0.32877078652381897)",1
616938926,6514498269649,"(0.41831204295158386, 0.4985834062099457)","(-22.045629501342773, 148.62802124023438, 43.454368591308594)",1,1.9888763427734375,1,"(-83.16575622558594, 4.666799068450928, 591.5274658203125)","(0.6921567320823669, 0.4832420349121094, 0.335652232170105)",1,"(0.411913126707077, 0.4777595102787018)","(-25.4379940032959, 154.46339416503906, 45.578277587890625)",1,2.028289794921875,1,"(-20.32141876220703, 9.6808443069458, 593.541748046875)","(0.5477921962738037, 0.47112515568733215, 0.3286000192165375)",1
616947260,6514498277983,"(0.42261865735054016, 0.5038976669311523)","(-19.76247787475586, 147.13882446289062, 42.91234588623047)",1,1.9856414794921875,1,"(-83.14727783203125, 4.668717384338379, 591.5525512695312)","(0.6921053528785706, 0.4832388162612915, 0.3357009291648865)",1,"(0.4161759912967682, 0.47566190361976624)","(-23.178041458129883, 155.05117797851562, 45.79222869873047)",1,2.0370941162109375,1,"(-20.308544158935547, 9.688121795654297, 593.5917358398438)","(0.5477582216262817, 0.4711122512817383, 0.32870814204216003)",1
616955592,6514498286315,"(0.41903242468833923, 0.4934236705303192)","(-21.66370964050293, 150.0738983154297, 43.98065948486328)",1,1.9649505615234375,1,"(-83.1258316040039, 4.670802116394043, 591.5281982421875)","(0.6920653581619263, 0.48323240876197815, 0.33564212918281555)",1,"(0.41417571902275085, 0.47561919689178467)","(-24.238487243652344, 155.0631561279297, 45.79659652709961)",1,2.0379486083984375,1,"(-20.29166030883789, 9.694863319396973, 593.719970703125)","(0.5477080345153809, 0.47110646963119507, 0.32898586988449097)",1
616963926,6514498294649,"(0.41990309953689575, 0.49574151635169983)","(-21.202125549316406, 149.42437744140625, 43.74428176879883)",1,1.9849090576171875,1,"(-83.11773681640625, 4.676077365875244, 591.5398559570312)","(0.6920426487922668, 0.48322102427482605, 0.33566510677337646)",1,"(0.4139217138290405, 0.47547975182533264)","(-24.37314224243164, 155.1022186279297, 45.81081771850586)",1,2.027252197265625,1,"(-20.277244567871094, 9.692767143249512, 593.7987060546875)","(0.5476678013801575, 0.47111696004867554, 0.32915568351745605)",1
616972259,6514498302982,"(0.4199293255805969, 0.49253255128860474)","(-21.188236236572266, 150.32362365722656, 44.07154846191406)",1,1.98980712890625,1,"(-83.11215209960938, 4.677544116973877, 591.54150390625)","(0.6920293569564819, 0.48321768641471863, 0.33566707372665405)",1,"(0.4115060567855835, 0.47628775238990784)","(-25.653806686401367, 154.87579345703125, 45.72842025756836)",1,2.0315399169921875,1,"(-20.262901306152344, 9.692018508911133, 593.8192138671875)","(0.5476330518722534, 0.47112005949020386, 0.32919907569885254)",1
616980592,6514498311315,"(0.41992348432540894, 0.4920928180217743)","(-21.191299438476562, 150.44683837890625, 44.11639404296875)",1,1.9816131591796875,1,"(-83.10301208496094, 4.678864479064941, 591.553955078125)","(0.6920039057731628, 0.4832152724266052, 0.3356912434101105)",1,"(0.41029664874076843, 0.473692387342453)","(-26.294971466064453, 155.60308837890625, 45.993125915527344)",1,2.02801513671875,1,"(-20.247512817382812, 9.686213493347168, 593.8004760742188)","(0.5475994348526001, 0.4711315333843231, 0.32915690541267395)",1
616988925,6514498319648,"(0.41766491532325745, 0.4896332025527954)","(-22.388687133789062, 151.13607788085938, 44.36724853515625)",1,1.9963531494140625,1,"(-83.09077453613281, 4.681373119354248, 591.55712890625)","(0.6919748187065125, 0.4832095503807068, 0.3356945514678955)",1,"(0.4124454855918884, 0.4741155207157135)","(-25.155780792236328, 155.4844970703125, 45.94995880126953)",1,2.021759033203125,1,"(-20.234081268310547, 9.68233871459961, 593.7918701171875)","(0.5475693345069885, 0.47113943099975586, 0.32913684844970703)",1
