device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
607697079,6514489027827,"(0.1919979453086853, 0.4060395359992981)","(-142.02586364746094, 174.56106567382812, 52.893341064453125)",1,2.015655517578125,1,"(-83.53813171386719, 4.479870319366455, 594.8297729492188)","(0.69179368019104, 0.4838523268699646, 0.34286195039749146)",1,"(0.18773621320724487, 0.41008609533309937)","(-144.28521728515625, 173.42713928222656, 52.480552673339844)",1,2.07635498046875,1,"(-20.71165657043457, 9.152015686035156, 596.0072021484375)","(0.5484540462493896, 0.4725092649459839, 0.3339444398880005)",1
607705412,6514489036160,"(0.18949733674526215, 0.40621235966682434)","(-143.35154724121094, 174.5126495361328, 52.87567138671875)",1,1.99151611328125,1,"(-83.54146575927734, 4.477974891662598, 594.828857421875)","(0.6918016076087952, 0.4838566184043884, 0.3428608775138855)",1,"(0.18694664537906647, 0.4063204228878021)","(-144.70379638671875, 174.48236083984375, 52.8646240234375)",1,2.065765380859375,1,"(-20.71375274658203, 9.150459289550781, 596.0167236328125)","(0.5484579205513, 0.47251346707344055, 0.33396512269973755)",1
607713745,6514489044493,"(0.19334986805915833, 0.4082179665565491)","(-141.30914306640625, 173.9506378173828, 52.67106246948242)",1,2.00433349609375,1,"(-83.53605651855469, 4.474559307098389, 594.789794921875)","(0.6918035745620728, 0.48386213183403015, 0.34277501702308655)",1,"(0.18402522802352905, 0.4109065532684326)","(-146.25259399414062, 173.19723510742188, 52.396888732910156)",1,2.0601806640625,1,"(-20.713830947875977, 9.148455619812012, 596.0171508789062)","(0.5484579801559448, 0.47251805663108826, 0.333965927362442)",1
607722078,6514489052826,"(0.19416533410549164, 0.41146528720855713)","(-140.87681579589844, 173.0406494140625, 52.339900970458984)",1,2.002197265625,1,"(-83.54338836669922, 4.475367069244385, 594.8389282226562)","(0.6918022632598877, 0.48386308550834656, 0.34288302063941956)",1,"(0.1841202825307846, 0.40695762634277344)","(-146.2021942138672, 174.3038330078125, 52.79962921142578)",1,2.0781097412109375,1,"(-20.712608337402344, 9.148152351379395, 596.0166625976562)","(0.5484552383422852, 0.472518652677536, 0.3339647352695465)",1
607730412,6514489061160,"(0.18932746350765228, 0.4052422046661377)","(-143.4416046142578, 174.78451538085938, 52.97457504272461)",1,2.0222320556640625,1,"(-83.53361511230469, 4.476420879364014, 594.800537109375)","(0.6917940974235535, 0.48385849595069885, 0.3427974581718445)",1,"(0.18332146108150482, 0.40649276971817017)","(-146.62571716308594, 174.43408203125, 52.8470344543457)",1,2.057891845703125,1,"(-20.709625244140625, 9.149391174316406, 595.997314453125)","(0.548450231552124, 0.47251439094543457, 0.33392268419265747)",1
607738746,6514489069494,"(0.19260472059249878, 0.41054126620292664)","(-141.7041778564453, 173.29959106445312, 52.434104919433594)",1,2.001953125,1,"(-83.53583526611328, 4.480172157287598, 594.830322265625)","(0.691788375377655, 0.48385167121887207, 0.34286245703697205)",1,"(0.18696673214435577, 0.408224493265152)","(-144.69314575195312, 173.94879150390625, 52.67042922973633)",1,2.0739288330078125,1,"(-20.705419540405273, 9.151227951049805, 596.0272216796875)","(0.5484378933906555, 0.472512423992157, 0.33398741483688354)",1
607747079,6514489077827,"(0.19435085356235504, 0.4087304472923279)","(-140.77845764160156, 173.80703735351562, 52.6187858581543)",1,2.010650634765625,1,"(-83.5257568359375, 4.48179292678833, 594.8025512695312)","(0.6917756795883179, 0.48384636640548706, 0.34279972314834595)",1,"(0.18435966968536377, 0.4101797938346863)","(-146.07528686523438, 173.40087890625, 52.470985412597656)",1,2.074005126953125,1,"(-20.699993133544922, 9.152349472045898, 596.017578125)","(0.5484263896942139, 0.47250911593437195, 0.3339661955833435)",1
607755412,6514489086160,"(0.19527292251586914, 0.4120030105113983)","(-140.28964233398438, 172.88998413085938, 52.285011291503906)",1,1.985137939453125,1,"(-83.53005981445312, 4.4820404052734375, 594.8416137695312)","(0.6917710900306702, 0.4838479459285736, 0.34288516640663147)",1,"(0.18585462868213654, 0.4100523889064789)","(-145.28274536132812, 173.43658447265625, 52.48397445678711)",1,2.05633544921875,1,"(-20.698768615722656, 9.154216766357422, 596.0175170898438)","(0.5484236478805542, 0.4725048840045929, 0.33396607637405396)",1
607763745,6514489094493,"(0.19292324781417847, 0.42071911692619324)","(-141.5353240966797, 170.447509765625, 51.39604949951172)",1,2.0042877197265625,1,"(-83.52852630615234, 4.48044490814209, 594.8526611328125)","(0.6917636394500732, 0.4838521480560303, 0.3429083824157715)",1,"(0.18404518067836761, 0.40962934494018555)","(-146.2420196533203, 173.55514526367188, 52.527122497558594)",1,2.0845489501953125,1,"(-20.695037841796875, 9.156417846679688, 596.027587890625)","(0.5484142303466797, 0.47250059247016907, 0.333987832069397)",1
607772079,6514489102827,"(0.19368885457515717, 0.4133049547672272)","(-141.12942504882812, 172.52513122558594, 52.152259826660156)",1,2.0067596435546875,1,"(-83.5274429321289, 4.474826812744141, 594.8525390625)","(0.6917611360549927, 0.48386481404304504, 0.34290745854377747)",1,"(0.18441064655780792, 0.412063866853714)","(-146.0482635498047, 172.87294006347656, 52.278804779052734)",1,2.080657958984375,1,"(-20.690488815307617, 9.157718658447266, 596.02783203125)","(0.5484038591384888, 0.4724976420402527, 0.33398810029029846)",1
607780410,6514489111158,"(0.19620414078235626, 0.4136401414871216)","(-139.79595947265625, 172.43121337890625, 52.11801528930664)",1,2.0052032470703125,1,"(-83.52588653564453, 4.468423843383789, 594.83251953125)","(0.6917648315429688, 0.48387813568115234, 0.342863529920578)",1,"(0.1856367588043213, 0.4102301597595215)","(-145.3982391357422, 173.38674926757812, 52.46586990356445)",1,2.0745849609375,1,"(-20.68743133544922, 9.159406661987305, 596.0574951171875)","(0.5483941435813904, 0.4724959433078766, 0.3340524435043335)",1
607788743,6514489119491,"(0.19303342700004578, 0.4027971029281616)","(-141.47689819335938, 175.46969604492188, 53.22396469116211)",1,2.0079193115234375,1,"(-83.51799011230469, 4.455146789550781, 594.8353271484375)","(0.6917456388473511, 0.48390820622444153, 0.34286656975746155)",1,"(0.18442842364311218, 0.40863510966300964)","(-146.03883361816406, 173.83372497558594, 52.628578186035156)",1,2.0885772705078125,1,"(-20.686132431030273, 9.15930461883545, 596.067626953125)","(0.54839026927948, 0.4724968671798706, 0.33407434821128845)",1
607797077,6514489127825,"(0.1930597722530365, 0.4014662802219391)","(-141.46295166015625, 175.84263610839844, 53.359710693359375)",1,2.0043487548828125,1,"(-83.51576232910156, 4.4462480545043945, 594.8359375)","(0.6917402744293213, 0.48392829298973083, 0.3428667187690735)",1,"(0.1839887648820877, 0.40995362401008606)","(-146.2719268798828, 173.46424865722656, 52.49407196044922)",1,2.0822296142578125,1,"(-20.68206024169922, 9.159656524658203, 596.0474853515625)","(0.5483828783035278, 0.47249457240104675, 0.33403027057647705)",1
607805410,6514489136158,"(0.19056257605552673, 0.40029430389404297)","(-142.78683471679688, 176.1710968017578, 53.47920608520508)",1,1.9891815185546875,1,"(-83.50858306884766, 4.437589168548584, 594.787353515625)","(0.6917415857315063, 0.4839451313018799, 0.34275951981544495)",1,"(0.18339574337005615, 0.40575823187828064)","(-146.58631896972656, 174.63995361328125, 52.921905517578125)",1,2.087921142578125,1,"(-20.680896759033203, 9.160562515258789, 596.097412109375)","(0.5483756065368652, 0.4724961519241333, 0.3341386914253235)",1
607813743,6514489144491,"(0.19353869557380676, 0.40100473165512085)","(-141.20904541015625, 175.9719696044922, 53.40679931640625)",1,1.9956817626953125,1,"(-83.50822448730469, 4.4313836097717285, 594.7974853515625)","(0.6917369961738586, 0.48395970463752747, 0.34278085827827454)",1,"(0.18300969898700714, 0.4121481478214264)","(-146.7909698486328, 172.8492889404297, 52.27021789550781)",1,2.0741729736328125,1,"(-20.67913818359375, 9.159921646118164, 596.0777587890625)","(0.5483734607696533, 0.4724960923194885, 0.33409583568573)",1
607822077,6514489152825,"(0.1933448612689972, 0.40291184186935425)","(-141.31178283691406, 175.4375457763672, 53.212249755859375)",1,2.001312255859375,1,"(-83.50592041015625, 4.42520809173584, 594.798095703125)","(0.6917313933372498, 0.4839736223220825, 0.342781126499176)",1,"(0.18531174957752228, 0.4104563593864441)","(-145.57054138183594, 173.32339477539062, 52.44277572631836)",1,2.08001708984375,1,"(-20.67464828491211, 9.163223266601562, 596.1173706054688)","(0.5483595728874207, 0.4724915623664856, 0.33418166637420654)",1
607830410,6514489161158,"(0.1933680921792984, 0.40109625458717346)","(-141.29949951171875, 175.94635009765625, 53.39744186401367)",1,2.013275146484375,1,"(-83.49761199951172, 4.418871879577637, 594.7801513671875)","(0.691719114780426, 0.48398688435554504, 0.3427397310733795)",1,"(0.18435782194137573, 0.4146909713745117)","(-146.07627868652344, 172.13674926757812, 52.010868072509766)",1,2.0849761962890625,1,"(-20.671794891357422, 9.1638765335083, 596.1373291015625)","(0.5483512878417969, 0.47249144315719604, 0.3342249393463135)",1
607838743,6514489169491,"(0.19152593612670898, 0.3990810513496399)","(-142.27609252929688, 176.51104736328125, 53.60293960571289)",1,1.9991302490234375,1,"(-83.49010467529297, 4.416660308837891, 594.7719116210938)","(0.6917049288749695, 0.4839912950992584, 0.342719703912735)",1,"(0.18400005996227264, 0.41180312633514404)","(-146.26593017578125, 172.94601440429688, 52.305397033691406)",1,2.074951171875,1,"(-20.662776947021484, 9.164003372192383, 596.1279907226562)","(0.5483315587043762, 0.4724903702735901, 0.33420395851135254)",1
607847076,6514489177824,"(0.19214306771755219, 0.4031417965888977)","(-141.9489288330078, 175.3731231689453, 53.18880081176758)",1,2.0160369873046875,1,"(-83.48005676269531, 4.417715072631836, 594.7743530273438)","(0.6916813254356384, 0.483988881111145, 0.34272196888923645)",1,"(0.18685804307460785, 0.40793049335479736)","(-144.75076293945312, 174.0312042236328, 52.70040512084961)",1,2.0844573974609375,1,"(-20.65443229675293, 9.166933059692383, 596.138427734375)","(0.5483115911483765, 0.47248440980911255, 0.334226131439209)",1
607855410,6514489186158,"(0.18996252119541168, 0.3989487588405609)","(-143.1049346923828, 176.548095703125, 53.616493225097656)",1,2.00604248046875,1,"(-83.46965026855469, 4.418336391448975, 594.7874755859375)","(0.6916529536247253, 0.4839881360530853, 0.34274715185165405)",1,"(0.18597854673862457, 0.4046509563922882)","(-145.217041015625, 174.95021057128906, 53.03487777709961)",1,2.0692596435546875,1,"(-20.645679473876953, 9.167736053466797, 596.15869140625)","(0.5482897758483887, 0.47248396277427673, 0.334269642829895)",1
607863743,6514489194491,"(0.1933780461549759, 0.40369439125061035)","(-141.29421997070312, 175.21826171875, 53.13247299194336)",1,2.00335693359375,1,"(-83.44902801513672, 4.421117305755615, 594.7428588867188)","(0.6916223764419556, 0.48397913575172424, 0.34264513850212097)",1,"(0.18513667583465576, 0.4067719876766205)","(-145.66336059570312, 174.35581970214844, 52.81859588623047)",1,2.08709716796875,1,"(-20.631698608398438, 9.169239044189453, 596.16943359375)","(0.5482568740844727, 0.4724811315536499, 0.33429208397865295)",1
607872077,6514489202825,"(0.1942926049232483, 0.39896249771118164)","(-140.80935668945312, 176.54428100585938, 53.61503601074219)",1,2.01226806640625,1,"(-83.43624877929688, 4.425447940826416, 594.7557983398438)","(0.6915886998176575, 0.4839698374271393, 0.342669278383255)",1,"(0.1836255043745041, 0.4051300585269928)","(-146.46450805664062, 174.81593322753906, 52.98603439331055)",1,2.0794525146484375,1,"(-20.618255615234375, 9.17066764831543, 596.2000732421875)","(0.5482234358787537, 0.4724799692630768, 0.3343576192855835)",1
607880410,6514489211158,"(0.19098372757434845, 0.4049853980541229)","(-142.56353759765625, 174.85650634765625, 53.00077438354492)",1,2.0173187255859375,1,"(-83.42196655273438, 4.437376022338867, 594.8309936523438)","(0.6915290951728821, 0.4839468002319336, 0.34282755851745605)",1,"(0.18666036427021027, 0.40424400568008423)","(-144.8555908203125, 175.06423950195312, 53.07643127441406)",1,2.0640716552734375,1,"(-20.59676742553711, 9.169979095458984, 596.15234375)","(0.5481787919998169, 0.4724777936935425, 0.33425238728523254)",1
607888743,6514489219491,"(0.19404920935630798, 0.407133549451828)","(-140.93838500976562, 174.2545166015625, 52.781700134277344)",1,2.0195770263671875,1,"(-83.39336395263672, 4.447469711303711, 594.7977905273438)","(0.6914763450622559, 0.4839217960834503, 0.34274810552597046)",1,"(0.1859523504972458, 0.40108028054237366)","(-145.23092651367188, 175.95079040527344, 53.399105072021484)",1,2.086669921875,1,"(-20.564285278320312, 9.164732933044434, 596.026611328125)","(0.5481159090995789, 0.472479909658432, 0.33397653698921204)",1
607897077,6514489227825,"(0.1919538527727127, 0.4060528874397278)","(-142.04922485351562, 174.5573272705078, 52.89189147949219)",1,2.001129150390625,1,"(-83.36000061035156, 4.455843448638916, 594.7762451171875)","(0.6914085745811462, 0.4839012622833252, 0.34269222617149353)",1,"(0.18575333058834076, 0.4052886366844177)","(-145.33644104003906, 174.77151489257812, 52.96984100341797)",1,2.071868896484375,1,"(-20.539031982421875, 9.16342830657959, 595.9689331054688)","(0.5480634570121765, 0.47247833013534546, 0.33384931087493896)",1
607905410,6514489236158,"(0.19274403154850006, 0.41585853695869446)","(-141.63034057617188, 171.8095703125, 51.89176940917969)",1,2.0115814208984375,1,"(-83.33888244628906, 4.467439651489258, 594.781494140625)","(0.6913589239120483, 0.48387500643730164, 0.34269794821739197)",1,"(0.1884981393814087, 0.4040753245353699)","(-143.88128662109375, 175.1114959716797, 53.093605041503906)",1,2.0814971923828125,1,"(-20.510112762451172, 9.16332721710205, 595.9218139648438)","(0.5480017066001892, 0.47247472405433655, 0.3337448835372925)",1
607913749,6514489244497,"(0.19098828732967377, 0.41117194294929504)","(-142.56112670898438, 173.12286376953125, 52.369789123535156)",1,2.000732421875,1,"(-83.3106918334961, 4.482377529144287, 594.7691650390625)","(0.6912996768951416, 0.4838402569293976, 0.3426637053489685)",1,"(0.1883988380432129, 0.40377938747406006)","(-143.93392944335938, 175.19442749023438, 53.12380599975586)",1,2.065521240234375,1,"(-20.48834991455078, 9.166833877563477, 596.0118408203125)","(0.5479438900947571, 0.47247302532196045, 0.33393898606300354)",1
607922083,6514489252831,"(0.193043515086174, 0.40342268347740173)","(-141.47154235839844, 175.2943878173828, 53.160160064697266)",1,1.9985504150390625,1,"(-83.295166015625, 4.494930744171143, 594.8342895507812)","(0.6912409067153931, 0.4838152527809143, 0.34279996156692505)",1,"(0.18712183833122253, 0.40494441986083984)","(-144.61094665527344, 174.8679962158203, 53.00495147705078)",1,2.092803955078125,1,"(-20.465045928955078, 9.168804168701172, 596.0724487304688)","(0.5478852391242981, 0.4724726974964142, 0.33406901359558105)",1
607930415,6514489261163,"(0.1917237937450409, 0.40475335717201233)","(-142.17120361328125, 174.9215087890625, 53.02447509765625)",1,1.9978485107421875,1,"(-83.27223205566406, 4.51154088973999, 594.820068359375)","(0.6911942362785339, 0.48377659916877747, 0.34276336431503296)",1,"(0.18579930067062378, 0.398765504360199)","(-145.3120574951172, 176.5994415283203, 53.635162353515625)",1,2.0866241455078125,1,"(-20.4433536529541, 9.172562599182129, 596.152587890625)","(0.5478285551071167, 0.4724698066711426, 0.3342417776584625)",1
607938749,6514489269497,"(0.20623427629470825, 0.4077020287513733)","(-134.47848510742188, 174.09523010253906, 52.72371292114258)",1,1.989044189453125,1,"(-83.20394897460938, 4.514970779418945, 594.7885131835938)","(0.6910507082939148, 0.48376622796058655, 0.3426753878593445)",1,"(0.19883595407009125, 0.39470306038856506)","(-138.4007110595703, 177.73788452148438, 54.04951858520508)",1,2.0811309814453125,1,"(-20.383275985717773, 9.176201820373535, 596.127197265625)","(0.5476937294006348, 0.4724588692188263, 0.334182471036911)",1
607947083,6514489277831,"(0.22383056581020355, 0.4114423096179962)","(-125.14981842041016, 173.0470733642578, 52.342262268066406)",1,2.0152435302734375,1,"(-83.123779296875, 4.522290229797363, 594.88134765625)","(0.690835177898407, 0.48375359177589417, 0.3428517282009125)",1,"(0.21338872611522675, 0.4037628173828125)","(-130.68556213378906, 175.19908142089844, 53.12547302246094)",1,2.095703125,1,"(-20.28002166748047, 9.173687934875488, 596.094482421875)","(0.5474609136581421, 0.4724607765674591, 0.33410367369651794)",1
607955416,6514489286164,"(0.22397765517234802, 0.4114077091217041)","(-125.07184600830078, 173.05677795410156, 52.345767974853516)",1,1.9990234375,1,"(-83.03045654296875, 4.524847984313965, 594.7535400390625)","(0.6906697154045105, 0.48373958468437195, 0.3425489366054535)",1,"(0.22186492383480072, 0.41093844175338745)","(-126.1919174194336, 173.1883087158203, 52.39360427856445)",1,2.0818328857421875,1,"(-20.231069564819336, 9.178958892822266, 596.3140869140625)","(0.5473296642303467, 0.4724642336368561, 0.334577351808548)",1
607963749,6514489294497,"(0.23294763267040253, 0.4135661721229553)","(-120.31642150878906, 172.45191955566406, 52.1256103515625)",1,2.032470703125,1,"(-82.99285888671875, 4.523046493530273, 594.722900390625)","(0.6905954480171204, 0.48374143242836, 0.342471718788147)",1,"(0.2267739325761795, 0.4041529595851898)","(-123.58940124511719, 175.08975219726562, 53.085636138916016)",1,2.0922088623046875,1,"(-20.18870735168457, 9.17613410949707, 596.2186279296875)","(0.5472413897514343, 0.47246304154396057, 0.3343667685985565)",1
607972082,6514489302830,"(0.2312835305929184, 0.40521377325057983)","(-121.19862365722656, 174.79248046875, 52.97747802734375)",1,2.0278472900390625,1,"(-82.99127197265625, 4.519947052001953, 594.702880859375)","(0.6905990242958069, 0.48374736309051514, 0.342428058385849)",1,"(0.22397488355636597, 0.40602439641952515)","(-125.07330322265625, 174.5653076171875, 52.89482116699219)",1,2.103912353515625,1,"(-20.186874389648438, 9.173633575439453, 596.1595458984375)","(0.5472424626350403, 0.47246429324150085, 0.33423808217048645)",1
607980416,6514489311164,"(0.23248787224292755, 0.4099016487598419)","(-120.56016540527344, 173.47882080078125, 52.4993896484375)",1,2.041168212890625,1,"(-82.99651336669922, 4.509833335876465, 594.699951171875)","(0.6906118988990784, 0.48377007246017456, 0.34242260456085205)",1,"(0.22453467547893524, 0.4027106761932373)","(-124.77653503417969, 175.49391174316406, 53.23280715942383)",1,2.097900390625,1,"(-20.18341827392578, 9.17479133605957, 596.15966796875)","(0.5472345948219299, 0.47246167063713074, 0.33423832058906555)",1
607988749,6514489319497,"(0.23022311925888062, 0.4087672233581543)","(-121.76081848144531, 173.79672241210938, 52.61508560180664)",1,2.029571533203125,1,"(-82.99486541748047, 4.503020286560059, 594.6513671875)","(0.6906256079673767, 0.4837827980518341, 0.34231725335121155)",1,"(0.2280069887638092, 0.40427717566490173)","(-122.93570709228516, 175.05494689941406, 53.07301712036133)",1,2.0846405029296875,1,"(-20.181522369384766, 9.17228889465332, 596.1005859375)","(0.5472354888916016, 0.472462922334671, 0.3341096341609955)",1
607997083,6514489327831,"(0.23229257762432098, 0.40799519419670105)","(-120.6636962890625, 174.0130615234375, 52.693809509277344)",1,2.0298309326171875,1,"(-82.99604797363281, 4.498811721801758, 594.6099853515625)","(0.6906432509422302, 0.4837900698184967, 0.34222835302352905)",1,"(0.22428493201732635, 0.40840986371040344)","(-124.908935546875, 173.89688110351562, 52.65150833129883)",1,2.0965118408203125,1,"(-20.182388305664062, 9.17520523071289, 596.110595703125)","(0.5472366213798523, 0.47245708107948303, 0.33413165807724)",1
608005416,6514489336164,"(0.23045755922794342, 0.41148659586906433)","(-121.63652801513672, 173.03468322753906, 52.33771514892578)",1,2.01519775390625,1,"(-83.00230407714844, 4.494981288909912, 594.588623046875)","(0.6906651854515076, 0.48379769921302795, 0.342183917760849)",1,"(0.2254113107919693, 0.40315958857536316)","(-124.31180572509766, 175.36813354492188, 53.187007904052734)",1,2.083038330078125,1,"(-20.188087463378906, 9.175189971923828, 596.1101684570312)","(0.5472496747970581, 0.4724572002887726, 0.334131121635437)",1
608013749,6514489344497,"(0.22975684702396393, 0.41331833600997925)","(-122.00801086425781, 172.52137756347656, 52.1508674621582)",1,2.02911376953125,1,"(-83.0108871459961, 4.492673397064209, 594.5659790039062)","(0.6906929016113281, 0.48380181193351746, 0.3421376049518585)",1,"(0.22781068086624146, 0.40387216210365295)","(-123.0397720336914, 175.16845703125, 53.11430358886719)",1,2.0765533447265625,1,"(-20.20288848876953, 9.180657386779785, 596.158447265625)","(0.5472791790962219, 0.4724486172199249, 0.33423739671707153)",1
608022083,6514489352831,"(0.23022902011871338, 0.4109123647212982)","(-121.7576904296875, 173.1956024169922, 52.39625930786133)",1,2.02813720703125,1,"(-83.02426147460938, 4.493747711181641, 594.56201171875)","(0.6907246708869934, 0.4837993085384369, 0.342133104801178)",1,"(0.22640341520309448, 0.4013015627861023)","(-123.78583526611328, 175.88880920410156, 53.37649154663086)",1,2.096405029296875,1,"(-20.217880249023438, 9.18466567993164, 596.1575927734375)","(0.5473135113716125, 0.4724397361278534, 0.33423686027526855)",1
608030416,6514489361164,"(0.22988878190517426, 0.41587623953819275)","(-121.93806457519531, 171.80459594726562, 51.889976501464844)",1,2.031402587890625,1,"(-83.03958129882812, 4.494182109832764, 594.56787109375)","(0.6907573342323303, 0.4837988615036011, 0.34215036034584045)",1,"(0.22607384622097015, 0.4001655876636505)","(-123.9605484008789, 176.20712280273438, 53.492366790771484)",1,2.0788421630859375,1,"(-20.228899002075195, 9.184260368347168, 596.1273803710938)","(0.5473414063453674, 0.4724385738372803, 0.3341721296310425)",1
608038749,6514489369497,"(0.23088586330413818, 0.40453043580055237)","(-121.40946197509766, 174.98394775390625, 53.047218322753906)",1,2.034637451171875,1,"(-83.06722259521484, 4.492570877075195, 594.6312255859375)","(0.6907970905303955, 0.4838063418865204, 0.342294842004776)",1,"(0.22602006793022156, 0.39199206233024597)","(-123.98906707763672, 178.49754333496094, 54.32600784301758)",1,2.0809173583984375,1,"(-20.2423095703125, 9.185396194458008, 596.038330078125)","(0.5473799705505371, 0.47242969274520874, 0.33397987484931946)",1
608047086,6514489377834,"(0.23257364332675934, 0.4119916558265686)","(-120.51469421386719, 172.89317321777344, 52.286163330078125)",1,2.016876220703125,1,"(-83.08352661132812, 4.496219635009766, 594.6171264648438)","(0.6908392906188965, 0.483797550201416, 0.34226951003074646)",1,"(0.2277982383966446, 0.3980570137500763)","(-123.04637908935547, 176.79800415039062, 53.707435607910156)",1,2.0790863037109375,1,"(-20.25591468811035, 9.186960220336914, 595.9490966796875)","(0.5474190711975098, 0.4724198579788208, 0.333787202835083)",1
608055418,6514489386166,"(0.2302599847316742, 0.407186359167099)","(-121.74127197265625, 174.2397003173828, 52.77629470825195)",1,1.999664306640625,1,"(-83.09671020507812, 4.493044853210449, 594.582275390625)","(0.6908817887306213, 0.48380300402641296, 0.3421982526779175)",1,"(0.22451582551002502, 0.39529240131378174)","(-124.78655242919922, 177.5727081298828, 53.98940658569336)",1,2.076751708984375,1,"(-20.26696014404297, 9.185840606689453, 595.8306884765625)","(0.547454833984375, 0.4724138081073761, 0.3335307240486145)",1
608063752,6514489394500,"(0.23201484978199005, 0.4037950932979584)","(-120.8109130859375, 175.19000244140625, 53.122196197509766)",1,2.024566650390625,1,"(-83.11050415039062, 4.481640815734863, 594.5384521484375)","(0.6909288763999939, 0.483826607465744, 0.342107355594635)",1,"(0.22305083274841309, 0.39495736360549927)","(-125.56320190429688, 177.66659545898438, 54.0235595703125)",1,2.0821685791015625,1,"(-20.2777099609375, 9.187085151672363, 595.780517578125)","(0.5474839210510254, 0.4724075496196747, 0.33342257142066956)",1
608072086,6514489402834,"(0.23107512295246124, 0.41151562333106995)","(-121.30912780761719, 173.02655029296875, 52.334781646728516)",1,2.0126953125,1,"(-83.12390899658203, 4.479587554931641, 594.5249633789062)","(0.6909642219543457, 0.48383063077926636, 0.34208229184150696)",1,"(0.22361934185028076, 0.391737163066864)","(-125.26179504394531, 178.5689697265625, 54.352027893066406)",1,2.064178466796875,1,"(-20.289457321166992, 9.185197830200195, 595.6915283203125)","(0.5475186705589294, 0.47240543365478516, 0.333230197429657)",1
608080419,6514489411167,"(0.23445481061935425, 0.4090847671031952)","(-119.51738739013672, 173.70773315429688, 52.58268356323242)",1,2.0186614990234375,1,"(-83.13700103759766, 4.482104301452637, 594.4898071289062)","(0.6910067796707153, 0.4838232100009918, 0.34201061725616455)",1,"(0.2209237813949585, 0.38809943199157715)","(-126.69084930419922, 179.5883331298828, 54.72306823730469)",1,2.0856170654296875,1,"(-20.306781768798828, 9.191922187805176, 595.778564453125)","(0.5475504994392395, 0.4723968505859375, 0.33342087268829346)",1
608088752,6514489419500,"(0.23080292344093323, 0.40462052822113037)","(-121.45344543457031, 174.958740234375, 53.03800964355469)",1,2.0188140869140625,1,"(-83.15068054199219, 4.479443550109863, 594.4354858398438)","(0.691057562828064, 0.48382648825645447, 0.341897577047348)",1,"(0.22322270274162292, 0.3952142298221588)","(-125.4720687866211, 177.59458923339844, 53.99738311767578)",1,2.06610107421875,1,"(-20.326108932495117, 9.200372695922852, 595.8258056640625)","(0.5475905537605286, 0.47238150238990784, 0.33352553844451904)",1
608097085,6514489427833,"(0.2303154319524765, 0.40123480558395386)","(-121.71187591552734, 175.90750122070312, 53.38332748413086)",1,2.0142669677734375,1,"(-83.15567016601562, 4.468342304229736, 594.3441162109375)","(0.6911018490791321, 0.48384663462638855, 0.3417017459869385)",1,"(0.22231325507164001, 0.38728654384613037)","(-125.95420837402344, 179.81613159179688, 54.805938720703125)",1,2.0723419189453125,1,"(-20.347332000732422, 9.207901000976562, 595.8447265625)","(0.5476374626159668, 0.47236621379852295, 0.33356866240501404)",1
608105419,6514489436167,"(0.2323908656835556, 0.4089033901691437)","(-120.611572265625, 173.75856018066406, 52.601158142089844)",1,2.0003662109375,1,"(-83.18395233154297, 4.477860450744629, 594.41650390625)","(0.6911399960517883, 0.4838294982910156, 0.34186652302742004)",1,"(0.22516821324825287, 0.3962622284889221)","(-124.440673828125, 177.3009490966797, 53.89048767089844)",1,2.074676513671875,1,"(-20.37208366394043, 9.22075366973877, 595.911865234375)","(0.5476881265640259, 0.47234252095222473, 0.33371713757514954)",1
608113752,6514489444500,"(0.22969023883342743, 0.40906915068626404)","(-122.0433120727539, 173.71209716796875, 52.58427047729492)",1,2.005157470703125,1,"(-83.20476531982422, 4.480548858642578, 594.431640625)","(0.6911817193031311, 0.4838245213031769, 0.341905415058136)",1,"(0.22571128606796265, 0.39951959252357483)","(-124.15276336669922, 176.38812255859375, 53.558292388916016)",1,2.075408935546875,1,"(-20.393388748168945, 9.233915328979492, 595.8912353515625)","(0.5477388501167297, 0.4723116159439087, 0.333674818277359)",1
608122084,6514489452832,"(0.23076805472373962, 0.40649211406707764)","(-121.471923828125, 174.43426513671875, 52.84712219238281)",1,2.0252685546875,1,"(-83.22859191894531, 4.484344959259033, 594.486083984375)","(0.6912161111831665, 0.48381927609443665, 0.34202998876571655)",1,"(0.2242577224969864, 0.40267521142959595)","(-124.92337799072266, 175.50389099121094, 53.236392974853516)",1,2.083953857421875,1,"(-20.408138275146484, 9.243544578552246, 595.7626953125)","(0.5477842092514038, 0.4722805917263031, 0.3333975076675415)",1
